index,AD_1_02_1,AD_1_04_1,AD_1_08_1,AD_1_09_1,AD_1_11_1,AD_1_13_1,AD_2_01_1,AD_2_02_1,AD_2_03_1,AD_2_05_1,AD_2_07_1,AD_3_00_1,AD_3_01_1,AD_3_03_1,AD_3_05_1,AD_3_07_1,AD_4_10_1,AD_4_11_1,AD_4_12_1,AD_4_13_1,AD_5_09_1,AD_5_10_1,AD_5_11_1,AD_5_12_1,AD_5_13_1,AD_6_09_1,AD_6_10_1,AD_6_11_1,AD_6_12_1,AD_6_13_1,AD_7_06_1,AD_7_08_1,AD_7_09_1,AD_7_11_1,AD_7_12_1,AD_8_03_1,AD_8_05_1,AD_8_07_1,AD_8_09_1,AD_8_11_1,AD_8_12_1,AD_9_04_1,AD_9_06_1,AD_9_09_1,AD_10_04_1,AD_10_06_1,AD_10_09_1,AD_10_10_1,AD_11_02_1,AD_11_03_1,AD_11_04_1,AD_11_08_1,AD_11_10_1,AD_12_02_1,AD_12_03_1,AD_12_05_1,AD_12_07_1,AD_13_00_1,AD_13_03_1,AD_13_04_1,AD_13_06_1,AD_14_00_1,AD_14_01_1,AD_14_03_1,AD_14_05_1,AD_14_07_1,AD_14_10_1,AD_14_13_1,AD_14_14_1,AD_15_00_1,AD_15_01_1,AD_15_03_1,AD_15_04_1,AD_15_06_1,N_1_01_1,N_1_05_1,N_1_07_1,N_1_08_1,N_1_09_1,N_2_00_1,N_2_01_1,N_2_03_1,N_2_06_1,N_2_08_1,N_3_01_1,N_3_03_1,N_3_04_1,N_3_06_1,N_4_01_1,N_4_02_1,N_4_04_1,N_4_06_1,N_4_08_1,N_5_03_1,N_5_04_1,N_5_06_1,N_5_08_1,N_5_10_1,N_6_01_1,N_6_02_1,N_6_03_1,N_6_06_1,N_6_08_1,N_7_01_1,N_7_02_1,N_7_04_1,N_7_07_1,N_8_01_1,N_8_05_1,N_8_07_1,N_9_00_1,N_9_03_1,N_9_06_1,N_9_08_1,N_9_12_1
ENSG00000142208,25,14,15,15,17,21,28,9,36,20,39,32,44,17,1,41,13,12,8,7,6,19,0,10,14,26,19,13,9,44,19,2,31,13,52,27,18,31,7,19,36,13,34,25,11,11,17,29,26,3,25,27,0,41,8,33,29,25,17,6,8,16,14,21,18,15,30,18,23,13,0,2,42,19,2,0,13,33,8,50,44,18,21,53,49,27,27,11,0,0,2,2,15,7,21,25,13,31,23,42,21,14,61,18,12,23,16,51,21,3,13,13,6,11,10
ENSG00000114062,26,16,26,38,41,31,7,66,43,22,15,62,65,38,18,65,39,18,15,26,17,83,28,25,22,14,29,10,2,62,28,29,22,16,8,21,21,26,16,12,24,2,22,32,6,26,26,38,15,17,6,0,59,35,12,32,28,7,37,50,1,46,34,61,37,26,70,38,33,18,10,33,25,34,11,38,39,68,32,63,80,12,24,72,40,34,23,15,0,0,26,3,6,31,41,24,24,42,5,83,34,35,44,51,28,27,60,39,28,33,35,72,30,18,47
ENSG00000104142,3,13,4,4,9,10,2,5,0,11,9,10,18,18,5,25,11,6,3,3,4,2,1,2,0,10,4,0,1,19,12,5,9,5,11,16,4,0,6,0,11,5,8,11,9,12,36,20,3,4,7,3,0,14,7,20,3,6,22,2,0,15,4,11,9,12,21,8,6,3,0,0,15,4,10,0,1,11,4,23,29,6,2,17,17,3,4,0,0,1,1,1,1,6,4,10,18,8,5,8,3,19,14,22,7,5,10,22,6,33,20,16,4,0,15
ENSG00000137815,8,17,20,7,24,19,8,35,33,19,11,36,49,2,25,28,16,12,14,24,3,7,0,25,12,17,8,2,22,50,3,23,19,15,36,36,3,15,8,0,13,3,26,12,34,7,19,27,3,39,8,13,5,23,13,36,20,9,10,28,17,18,27,29,24,13,26,26,35,14,2,23,16,7,5,35,28,37,18,66,21,18,8,40,33,24,11,13,0,0,2,8,6,4,23,11,27,23,15,22,9,22,54,15,27,29,2,19,6,28,38,10,25,11,14
ENSG00000140265,10,10,4,21,21,14,8,18,4,14,12,24,49,54,2,20,4,17,4,9,15,34,14,0,42,11,8,12,29,36,22,15,15,25,25,17,13,22,24,10,18,11,10,41,19,21,42,41,14,0,29,1,4,20,5,72,9,5,16,12,12,24,14,4,36,17,40,32,22,3,5,13,10,9,3,7,32,22,13,56,47,21,16,30,15,12,5,4,0,0,11,1,5,3,7,11,27,40,15,30,29,25,17,16,7,12,18,19,11,18,12,26,6,17,12
ENSG00000166710,34,23,15,35,17,10,36,31,21,13,31,19,44,57,40,51,51,11,35,17,29,51,121,78,38,36,15,82,13,45,44,34,31,29,173,161,85,448,32,94,641,11,40,34,11,18,22,33,38,5,23,416,1191,25,15,181,58,16,2,9,12,23,47,77,71,83,22,44,36,13,63,50,136,56,13,6,16,69,37,64,60,73,194,53,142,49,42,68,18,1,68,19,9,46,12,21,120,36,207,52,23,82,88,62,59,117,89,127,126,277,70,48,54,33,194
ENSG00000103723,27,28,26,30,20,16,24,25,17,62,7,37,55,22,11,52,18,5,26,4,31,45,28,34,57,14,12,26,24,52,11,14,28,20,44,20,16,24,15,12,27,24,30,37,9,16,22,31,12,11,28,1,42,13,5,16,15,24,23,18,2,49,32,29,49,45,19,45,26,13,3,19,23,11,1,0,35,37,40,57,19,54,42,57,40,40,10,16,0,63,6,9,9,16,30,23,30,16,43,77,22,32,33,8,21,16,24,43,22,23,36,62,13,41,33
ENSG00000157823,5,24,23,25,30,10,8,18,13,30,6,36,61,6,9,43,13,13,8,0,28,19,5,2,23,11,10,2,13,44,16,28,33,24,9,41,18,21,41,1,19,3,13,31,15,6,17,30,3,115,13,0,0,24,14,23,11,10,6,20,26,14,39,3,12,30,6,27,9,6,0,5,31,19,1,4,18,18,28,61,18,21,34,33,33,23,16,22,0,6,17,14,11,16,9,6,20,17,48,39,70,58,20,24,16,15,15,3,16,20,20,13,14,20,25
ENSG00000103275,16,9,9,11,14,5,3,10,13,27,8,18,37,8,11,50,6,12,4,6,8,8,25,38,22,13,12,2,1,53,22,12,17,5,31,3,12,16,15,0,30,5,18,5,11,14,16,31,5,9,3,2,0,12,10,8,13,6,3,10,16,27,18,9,8,18,30,14,20,2,7,3,17,11,4,0,11,18,8,44,21,14,23,42,34,2,13,16,0,0,3,15,8,3,26,11,8,30,6,44,15,20,27,3,10,16,15,28,4,20,35,18,21,30,13
ENSG00000103197,14,21,28,30,19,9,94,28,32,16,15,28,60,23,14,50,21,33,9,24,30,27,19,49,27,38,21,16,3,83,28,6,15,19,28,46,3,33,19,1,39,4,82,23,0,3,34,45,13,10,27,7,9,16,1,40,9,19,31,12,27,51,7,26,54,17,33,41,22,1,12,10,31,12,6,0,22,26,14,87,53,47,21,46,41,21,20,37,0,5,21,4,7,3,19,16,63,32,61,25,23,33,48,40,51,18,24,31,27,29,26,11,21,3,29
ENSG00000162065,16,33,12,22,14,5,55,37,27,13,9,24,48,11,8,38,31,13,4,14,22,29,1,18,12,9,8,8,15,61,15,9,16,12,23,19,17,11,41,11,26,9,13,30,11,30,10,32,13,35,6,5,17,20,2,37,10,6,12,15,2,32,24,11,23,24,15,35,12,3,0,28,41,27,9,2,21,9,8,49,40,6,58,46,39,11,13,24,60,0,1,6,13,13,5,10,23,35,3,16,36,21,60,41,27,14,10,16,17,8,32,18,6,21,21
ENSG00000118900,17,10,18,22,25,26,48,30,31,21,27,7,53,18,31,56,2,20,14,21,3,21,11,2,38,30,21,1,16,36,17,21,33,13,49,41,20,7,5,9,17,18,41,14,17,14,25,32,23,0,47,0,44,20,64,23,8,16,12,22,12,39,77,20,22,19,13,24,30,14,4,2,14,21,6,2,21,25,22,71,19,10,17,49,31,25,13,14,1,0,9,8,16,16,18,25,15,30,14,23,37,32,25,17,14,30,10,21,20,18,15,31,6,9,22
ENSG00000183044,18,8,30,24,23,19,31,40,45,26,14,40,66,50,13,51,12,13,7,19,17,23,2,39,23,28,14,39,37,68,22,12,62,21,33,27,20,26,18,55,25,11,48,36,0,23,31,28,6,1,20,10,4,31,2,42,17,23,12,19,32,23,18,40,13,14,22,52,27,12,2,4,19,12,5,0,27,23,28,79,30,30,24,61,38,27,42,19,0,7,24,21,13,23,41,11,14,36,14,63,50,30,21,36,29,32,13,51,18,19,23,19,44,29,51
ENSG00000066654,6,17,5,4,12,20,11,8,16,18,22,20,47,10,15,45,16,6,1,10,15,26,6,3,34,12,2,0,0,29,2,4,21,8,16,13,4,5,13,1,16,17,10,12,7,1,25,19,7,0,17,1,5,8,2,5,27,3,0,4,0,8,14,23,6,4,12,22,28,9,7,0,19,7,38,25,3,28,11,28,42,13,4,22,18,5,16,10,0,0,8,14,14,10,6,9,9,19,1,40,3,16,7,8,38,26,9,28,1,28,4,6,3,6,13
ENSG00000090905,17,18,27,28,31,41,78,40,44,17,20,34,81,44,10,77,34,25,24,12,50,30,0,28,38,22,21,32,18,112,41,27,33,28,49,38,15,38,24,0,6,9,40,39,25,15,66,50,29,15,31,4,0,75,25,54,27,27,29,23,23,69,78,33,44,35,63,60,56,33,38,6,40,23,18,7,34,39,19,108,49,61,40,75,46,43,33,31,2,57,34,24,23,10,34,28,36,60,0,87,94,75,36,51,34,27,49,53,27,26,16,54,11,50,67
ENSG00000178952,1,0,0,4,4,1,7,8,1,5,18,5,24,0,0,8,3,1,0,2,5,0,3,4,16,9,4,9,0,15,0,4,2,7,7,7,8,5,7,0,6,8,8,3,0,2,10,7,0,7,7,0,12,8,0,2,7,1,1,9,1,11,3,3,18,24,1,11,1,16,1,0,4,0,0,2,7,9,5,11,5,6,3,6,7,0,0,6,0,0,0,21,1,3,4,6,0,15,2,21,1,4,3,6,0,1,1,13,15,2,9,8,0,0,8
ENSG00000090238,5,4,0,13,11,15,0,10,3,3,4,3,10,2,5,15,8,11,5,0,11,0,15,11,13,0,0,3,2,11,11,9,5,4,7,7,1,8,9,1,1,1,7,13,1,2,5,9,0,2,5,0,0,12,3,8,1,7,0,6,5,9,3,1,5,0,1,1,1,6,0,5,3,5,0,3,4,12,0,19,21,41,21,11,6,18,2,10,0,0,2,2,0,6,4,9,9,1,0,21,7,13,8,6,4,2,16,4,15,3,12,8,0,9,10
ENSG00000166164,12,3,15,22,17,5,59,11,22,25,1,22,32,16,40,27,13,9,12,14,11,18,0,24,9,16,8,4,4,40,7,1,4,15,21,18,15,12,8,0,8,12,16,27,7,15,23,33,12,0,26,28,0,12,3,10,4,13,4,15,18,27,14,5,46,15,10,31,48,14,16,12,26,12,2,1,18,1,8,40,31,33,30,37,25,19,7,10,13,0,6,3,7,17,14,15,8,23,2,6,29,15,8,23,24,11,15,28,20,13,11,23,1,9,28
ENSG00000159720,20,10,26,46,19,5,19,13,4,29,11,19,62,33,9,45,13,13,1,12,21,5,5,13,19,21,24,8,15,40,9,18,11,13,24,14,19,22,8,1,19,6,18,26,4,18,17,47,19,14,13,18,0,13,22,29,10,2,10,9,6,36,50,17,17,13,30,32,28,20,19,3,28,33,1,43,18,5,2,58,56,63,24,44,21,28,18,13,3,0,5,8,14,6,16,47,29,17,5,22,34,38,6,36,27,18,12,22,9,13,27,18,2,5,7
ENSG00000102977,5,12,2,2,7,1,13,0,1,7,0,0,20,6,0,5,15,4,0,1,0,3,3,2,0,17,0,10,2,6,1,0,0,6,6,0,9,0,7,0,2,0,4,15,11,3,0,7,6,0,11,0,5,9,10,6,2,1,1,0,0,6,3,7,8,2,0,5,2,4,0,0,17,12,0,2,0,5,5,24,5,4,1,9,6,4,1,0,0,0,0,2,4,2,9,6,1,2,1,4,4,5,25,4,0,3,0,1,4,0,7,12,2,0,2
ENSG00000132604,5,8,9,32,15,10,18,14,5,15,30,25,31,9,12,38,4,7,12,13,6,18,19,20,4,20,5,2,11,40,9,16,12,15,28,13,3,15,4,2,17,10,19,9,1,5,9,21,7,0,11,75,3,25,5,20,22,4,4,2,0,17,12,17,26,23,23,20,1,11,3,3,27,7,2,1,17,20,13,50,47,11,11,41,28,6,13,18,9,1,10,11,7,9,5,8,14,42,5,26,23,21,20,15,8,14,19,10,6,18,10,12,0,13,12
ENSG00000103091,11,31,27,22,43,12,30,23,11,22,7,37,49,50,23,43,21,8,19,19,28,72,24,9,14,22,20,0,35,70,9,4,26,16,9,49,12,15,18,19,16,3,28,28,10,58,21,22,23,1,11,35,1,26,27,45,18,20,26,18,26,36,26,12,31,37,22,62,30,20,2,23,27,36,22,7,33,12,34,64,50,12,73,37,39,42,15,21,4,1,15,2,37,18,24,22,13,45,6,22,48,45,42,22,21,17,26,32,18,26,18,37,9,9,36
ENSG00000186187,5,21,5,13,20,11,45,11,8,13,5,8,37,14,4,33,10,15,2,14,21,11,9,25,4,3,12,2,27,35,25,27,5,14,21,20,13,22,16,32,40,16,27,9,4,25,13,33,21,2,20,6,12,14,29,47,17,4,22,13,11,32,10,14,21,18,17,10,22,12,6,9,11,19,49,0,8,4,16,44,26,19,17,45,33,22,22,7,9,0,1,5,0,1,10,27,18,32,24,27,30,13,23,3,19,10,2,11,9,23,11,5,11,14,23
ENSG00000166848,15,6,11,3,7,6,4,19,11,9,8,4,21,8,0,33,6,8,12,9,6,5,1,1,11,5,21,5,1,22,7,0,3,11,15,1,0,5,2,6,1,12,28,2,0,3,11,25,2,0,1,10,6,26,0,13,3,3,0,5,0,1,0,2,0,10,0,1,17,9,1,5,18,23,0,0,8,12,10,25,0,7,4,8,11,0,8,10,10,0,0,6,0,5,4,11,8,9,0,24,25,16,1,13,3,6,10,1,7,13,2,4,0,5,5
ENSG00000198931,1,0,4,2,4,0,0,3,5,1,0,14,13,0,0,4,4,1,11,0,3,4,0,2,8,2,5,0,3,14,2,7,4,1,11,9,3,0,2,4,7,0,7,5,0,3,11,0,4,0,0,1,0,21,0,17,0,3,0,3,6,2,8,14,4,0,0,4,0,0,0,0,14,3,1,1,3,1,7,3,6,4,0,14,13,1,2,1,0,0,0,0,12,3,4,1,9,5,0,5,2,15,17,10,8,2,0,11,5,2,3,0,0,2,3
ENSG00000108953,16,6,32,8,14,7,11,30,0,28,32,8,31,20,9,33,9,9,12,5,2,6,9,12,15,10,8,0,0,26,15,0,23,16,10,29,4,35,6,22,40,9,25,10,9,0,16,15,0,2,15,5,46,20,0,36,17,20,15,4,0,50,17,22,0,25,16,20,14,4,0,1,29,2,2,15,7,11,22,61,13,41,2,26,23,10,9,15,0,3,6,13,3,0,11,9,15,8,4,22,5,31,18,6,25,8,5,34,18,10,29,21,4,6,19
ENSG00000074755,28,29,61,54,68,25,78,68,63,82,26,50,143,32,24,142,57,23,45,17,101,19,18,40,45,56,34,34,11,111,40,34,60,23,55,74,47,29,43,5,59,55,67,51,24,21,72,73,9,3,53,10,1,57,61,82,31,40,14,17,27,62,56,59,48,61,39,68,69,39,18,17,32,35,32,7,37,72,76,152,124,55,68,102,81,51,33,33,0,20,41,12,21,30,28,43,43,62,53,72,61,50,93,77,48,49,35,88,46,37,54,23,34,52,58
ENSG00000214941,13,6,2,12,10,4,6,3,3,14,11,11,13,0,3,11,0,10,3,0,0,10,7,10,5,5,0,0,0,8,0,8,16,2,14,5,7,3,6,0,1,5,3,12,11,3,6,16,0,0,1,0,7,2,3,4,3,6,6,9,1,4,0,2,3,15,7,14,18,0,1,1,22,1,1,0,14,11,15,27,28,35,30,18,2,2,2,2,0,0,9,7,1,2,6,2,4,11,4,7,3,9,14,2,11,0,8,5,5,1,1,15,14,0,25
ENSG00000083290,14,27,40,44,54,33,28,25,26,60,28,24,51,22,2,70,16,26,10,10,15,60,27,37,40,25,21,11,9,59,17,20,14,14,35,53,28,27,29,1,60,39,69,31,12,18,56,48,23,3,14,7,15,12,23,46,17,15,6,18,2,64,33,29,37,24,12,49,47,8,13,23,8,59,9,13,16,29,28,74,19,29,36,78,54,37,10,24,1,57,12,2,26,26,15,18,20,42,13,25,42,49,30,24,26,23,35,40,28,32,53,18,14,28,21
ENSG00000124422,6,7,3,27,21,5,62,3,11,28,7,18,31,28,2,18,9,8,4,3,25,3,3,3,13,6,1,6,3,38,16,19,16,7,5,8,18,1,16,0,6,18,14,20,8,8,8,23,0,0,8,0,34,15,10,27,9,18,0,6,1,9,36,5,1,8,29,20,9,11,3,14,23,8,12,10,10,4,8,56,37,14,4,51,24,16,8,10,4,0,1,1,9,6,12,2,9,9,17,3,8,32,14,12,14,10,5,15,8,17,8,24,13,7,20
ENSG00000109107,6,0,8,9,14,6,7,0,35,6,12,14,20,3,1,7,3,8,1,1,2,35,1,0,11,5,0,0,16,10,4,3,2,5,5,20,3,1,10,47,20,1,16,17,1,4,14,6,1,0,5,0,3,5,0,10,15,0,0,6,0,9,7,0,16,9,4,7,5,0,15,3,1,17,0,1,14,2,12,29,10,8,6,5,10,18,1,6,4,0,2,6,3,6,13,8,4,18,0,1,11,4,11,10,15,10,7,2,1,4,6,19,0,23,12
ENSG00000273611,6,1,7,30,11,26,23,17,21,38,1,13,54,10,6,51,2,0,5,6,5,10,5,56,14,30,2,6,4,33,19,7,8,29,12,21,1,33,18,0,2,5,37,23,10,11,36,18,1,15,23,3,0,19,17,26,9,10,21,10,0,6,28,15,22,4,15,41,14,8,6,17,17,11,7,0,29,7,19,43,34,12,17,33,31,7,24,18,0,0,4,26,14,1,5,18,8,43,3,10,35,40,33,7,8,13,18,31,12,10,11,15,1,19,7
ENSG00000033627,18,20,30,27,40,21,40,47,45,58,13,25,89,35,9,66,28,26,21,21,14,31,2,5,28,38,21,48,36,83,26,18,35,14,41,28,38,26,43,10,43,25,36,42,17,8,30,56,13,12,37,27,17,30,21,33,12,16,3,11,24,24,41,12,36,32,16,56,24,18,31,22,35,40,25,45,20,21,30,107,25,39,33,49,60,35,22,25,14,55,41,6,19,5,33,36,22,46,6,26,69,39,56,38,16,40,29,43,21,6,61,44,25,23,41
ENSG00000126581,7,4,7,13,24,5,5,24,43,35,5,14,46,7,6,26,26,21,25,6,4,7,8,5,13,18,21,0,1,46,27,10,18,3,7,9,3,8,6,9,9,1,28,22,9,14,25,59,4,0,16,10,1,13,0,17,3,8,5,19,6,20,51,25,15,5,18,18,13,7,2,14,6,16,3,0,12,11,19,67,21,7,9,44,26,8,18,7,0,0,11,10,1,16,10,22,7,19,8,4,2,13,20,10,23,6,19,24,12,32,12,35,2,20,15
ENSG00000078687,11,6,22,29,29,20,31,29,49,51,42,39,57,28,12,83,19,12,26,15,53,20,39,41,31,14,26,8,12,58,19,15,16,30,31,35,41,5,25,4,40,11,46,27,32,29,31,47,10,32,40,24,10,27,14,34,22,20,9,17,17,53,40,14,33,71,14,54,26,17,6,2,29,31,2,6,21,20,18,67,7,35,31,77,71,44,27,14,6,7,28,4,14,10,26,32,22,29,16,45,37,27,9,36,38,18,29,44,18,18,45,37,12,41,46
ENSG00000141522,6,10,3,0,1,0,0,3,0,3,1,3,9,1,0,10,2,0,0,0,1,0,0,0,1,1,1,2,0,10,2,2,2,5,5,0,0,0,9,0,7,0,1,1,0,2,2,11,7,0,12,0,0,4,1,6,2,5,0,1,0,20,14,3,0,12,1,1,3,1,0,0,20,0,1,0,1,2,9,15,4,0,11,10,0,0,2,8,0,0,1,0,8,1,0,4,0,2,0,0,3,1,0,13,2,2,5,4,5,15,0,5,0,7,5
ENSG00000141552,15,17,6,18,8,2,3,0,7,1,1,0,21,5,0,23,2,5,11,2,24,22,1,11,3,3,10,17,3,19,2,7,12,6,10,18,10,7,15,0,1,1,8,14,0,10,2,14,1,0,8,1,1,14,9,9,2,4,4,4,1,3,0,3,2,2,6,15,8,13,1,3,7,15,1,0,6,7,5,19,11,3,3,41,11,21,6,3,0,2,2,0,6,11,13,0,11,3,6,3,5,2,6,2,4,0,3,24,13,6,12,32,5,11,21
ENSG00000176890,0,1,9,4,4,4,7,5,6,1,4,3,11,0,1,4,2,7,0,6,1,3,3,1,0,1,6,0,0,7,0,0,0,5,6,11,0,1,2,0,10,0,0,5,0,0,8,4,0,0,2,4,0,4,2,12,3,0,1,0,3,11,0,15,3,3,0,7,2,0,7,2,4,0,0,1,1,2,10,10,10,8,15,9,4,2,7,1,0,0,1,3,0,1,12,4,0,4,22,4,0,11,10,1,6,0,0,9,3,0,3,10,0,10,7
ENSG00000141385,9,1,22,11,14,5,18,33,17,20,5,26,34,22,23,27,18,15,12,13,7,10,2,21,7,6,24,0,24,36,10,10,30,11,10,11,9,11,25,21,21,5,13,26,2,26,37,35,29,0,4,0,12,18,5,23,19,3,6,0,3,26,50,14,9,13,21,17,22,31,1,0,29,2,13,15,7,2,22,24,37,30,26,38,26,26,11,18,4,0,12,1,22,6,14,16,9,21,0,18,20,32,4,17,10,16,9,38,10,62,43,24,11,8,40
ENSG00000081923,17,34,17,5,32,12,18,17,14,28,15,21,42,30,12,38,1,16,8,8,33,48,0,2,25,8,16,6,4,36,12,14,26,13,31,42,2,7,22,6,28,23,9,23,4,9,8,26,3,17,18,0,7,18,10,26,10,3,22,13,0,40,41,17,9,40,18,23,20,31,7,8,36,16,15,6,14,30,44,71,18,27,56,58,43,20,12,12,15,8,31,24,3,8,8,18,17,16,1,19,33,29,24,35,34,8,17,30,22,18,10,9,12,14,17
ENSG00000171791,66,14,17,17,37,15,41,13,40,41,34,57,69,45,23,63,2,22,6,9,58,38,1,13,19,17,6,14,3,59,14,18,17,28,42,35,16,16,36,12,48,22,29,33,39,3,41,49,5,7,31,21,11,10,50,41,6,14,7,33,7,33,70,30,6,26,24,59,30,25,31,2,28,47,32,18,18,33,22,74,26,82,22,35,28,54,17,18,7,2,3,10,22,4,30,36,17,33,52,59,41,32,34,43,35,23,28,19,24,30,42,15,32,16,29
ENSG00000171552,0,5,0,11,10,1,3,5,0,0,1,6,16,1,0,5,2,2,1,2,19,16,16,0,1,0,0,5,0,17,0,14,8,1,1,6,2,6,4,1,5,0,8,1,7,0,1,0,2,0,0,0,16,8,0,7,3,4,0,6,1,1,9,8,3,1,0,2,1,1,1,11,10,6,4,1,2,6,0,12,3,0,15,11,1,0,6,2,0,0,16,0,2,0,7,8,3,3,1,7,7,2,7,4,4,4,3,10,1,3,8,19,0,0,5
ENSG00000171222,1,2,3,4,0,1,0,17,5,0,4,10,4,0,1,4,0,0,0,1,3,10,0,4,3,2,4,0,0,4,0,0,0,4,1,5,0,0,12,0,0,6,6,3,1,5,7,3,4,0,6,0,0,7,0,2,2,0,0,0,1,4,1,2,2,7,1,2,6,0,15,0,6,2,0,2,0,0,4,17,1,0,6,7,9,2,1,6,0,0,9,0,0,0,0,3,9,6,0,1,12,4,0,3,0,1,1,1,1,0,0,5,0,0,9
ENSG00000198900,14,5,9,14,14,3,32,6,52,22,11,12,37,24,23,34,9,11,9,9,21,2,10,8,29,11,8,1,0,31,2,2,17,9,8,22,2,7,10,68,32,1,22,8,11,17,26,19,8,6,22,0,6,19,6,6,5,19,2,3,7,17,21,6,3,26,14,9,23,13,10,20,13,26,0,1,13,20,4,51,9,43,12,35,25,35,20,12,0,0,12,11,3,8,12,13,22,13,2,8,19,9,15,6,17,13,15,7,7,9,9,15,6,8,7
ENSG00000168612,3,0,9,9,4,2,15,5,0,22,2,14,14,1,2,12,5,2,0,17,8,4,0,1,1,8,4,1,0,26,0,4,4,4,6,18,1,0,2,2,20,4,12,8,5,10,10,14,5,0,11,0,0,6,0,2,6,2,0,11,1,15,32,1,28,12,22,1,15,1,2,10,5,10,6,9,10,8,1,14,5,12,21,19,8,5,10,25,8,0,3,14,12,11,11,8,1,8,2,2,20,0,5,2,0,5,8,11,6,3,1,7,0,8,8
ENSG00000101040,22,3,26,22,27,25,21,27,26,35,18,37,60,50,8,55,15,25,48,12,3,7,20,16,18,32,51,11,3,62,30,44,19,18,17,17,9,29,26,2,30,10,57,22,9,17,14,39,16,3,14,10,5,39,1,40,32,19,16,17,8,45,35,9,8,30,23,40,21,17,21,11,30,12,1,72,19,21,32,72,36,18,19,50,23,54,12,12,0,0,8,18,4,22,25,27,39,31,35,22,36,54,42,35,19,27,22,40,8,31,60,42,4,8,17
ENSG00000124201,7,24,26,24,28,21,56,46,47,93,14,22,72,16,17,39,5,11,9,7,18,12,33,3,20,51,4,3,10,63,19,17,20,21,16,8,45,16,7,7,37,13,13,22,2,10,48,50,24,5,25,0,2,28,3,22,17,11,27,14,40,20,21,14,22,8,5,30,40,13,25,11,41,19,13,8,29,23,22,47,20,53,66,61,29,51,23,10,0,2,6,7,18,5,15,45,25,49,27,10,10,38,24,40,30,17,22,10,8,6,32,16,6,3,27
ENSG00000197114,3,1,0,4,2,0,8,4,0,3,0,5,8,8,9,5,0,0,8,0,1,13,0,0,0,0,1,0,1,8,0,1,3,2,0,2,4,0,12,0,1,2,4,0,0,6,0,3,0,0,3,1,0,17,18,2,0,3,0,0,0,8,1,5,5,13,2,8,6,1,10,0,0,2,1,7,7,2,0,3,4,5,2,1,3,5,5,2,0,0,2,1,0,1,0,1,1,6,1,10,11,0,0,2,0,0,0,4,1,3,0,1,0,1,0
ENSG00000196700,9,3,12,7,19,10,31,4,9,19,19,9,31,9,1,29,10,8,7,4,9,16,15,26,14,10,0,10,1,44,13,10,12,7,29,20,8,11,6,2,66,7,19,17,0,0,11,23,6,0,22,1,11,26,5,17,5,11,4,1,24,33,32,2,23,2,11,19,12,6,25,2,20,9,0,0,8,6,7,38,13,8,24,36,34,9,3,10,0,0,1,1,8,3,3,13,14,25,0,16,29,13,19,21,13,10,16,20,2,8,39,24,3,10,23
ENSG00000172270,10,0,8,18,8,2,11,12,12,2,0,13,12,8,7,24,3,18,6,7,1,13,12,0,13,8,6,0,0,13,7,5,3,9,15,15,5,4,0,0,16,5,15,12,1,11,13,19,2,5,15,8,2,7,0,17,5,0,0,8,7,8,4,0,11,7,2,2,0,0,11,0,10,3,17,2,0,6,5,37,28,14,13,35,14,12,8,2,11,0,1,9,2,5,6,5,6,11,2,2,3,21,1,9,17,7,3,12,11,19,7,21,0,19,1
ENSG00000071564,6,8,20,6,3,8,8,8,4,6,11,9,22,27,3,17,15,2,9,21,12,22,48,2,18,13,15,0,18,36,5,5,10,15,15,17,10,7,12,10,22,11,10,7,18,7,6,11,2,38,2,1,2,4,9,19,3,6,16,3,8,8,17,11,28,17,3,13,7,5,0,10,21,13,0,8,10,3,5,26,46,11,14,26,23,3,8,2,0,11,0,12,11,3,18,5,5,15,2,18,13,12,4,17,25,15,12,11,9,2,15,8,10,4,14
ENSG00000065000,10,6,19,29,16,11,39,21,12,14,14,21,50,7,11,53,21,37,19,16,21,22,31,18,40,21,5,6,16,53,29,29,8,18,34,37,4,23,28,7,53,18,15,13,7,13,25,29,16,46,19,9,21,39,6,25,6,7,9,15,1,26,35,29,26,19,15,28,16,5,16,8,58,33,1,0,23,7,17,84,18,29,34,43,34,27,17,13,2,12,12,9,9,6,33,33,13,23,11,37,23,20,38,29,12,15,15,33,11,27,24,36,3,18,38
ENSG00000178951,7,7,16,1,5,7,1,3,11,17,3,7,19,5,3,23,8,18,12,0,12,1,10,9,11,4,6,0,16,14,3,5,1,5,14,13,7,5,9,1,3,24,3,34,33,13,7,12,7,13,6,5,13,6,0,8,7,3,6,8,5,17,28,1,4,7,1,11,20,3,1,0,5,9,4,9,9,3,3,26,16,19,1,15,14,13,1,6,0,0,7,4,0,2,6,6,12,27,11,4,23,7,2,10,9,10,8,7,5,6,13,13,1,7,16
ENSG00000130734,2,2,5,4,2,9,17,2,1,0,0,2,10,15,0,7,0,2,0,1,1,4,2,3,0,2,6,1,14,8,4,4,0,5,1,11,6,4,1,0,0,3,1,1,0,2,1,1,6,67,5,0,1,2,0,7,0,2,0,0,5,1,0,0,1,16,8,1,1,0,11,0,0,1,0,0,2,0,7,11,1,11,20,11,10,13,3,1,0,4,1,3,0,0,5,0,9,7,5,0,0,1,7,0,5,1,7,8,0,0,2,6,0,6,1
