index,AD_1_02_1,AD_1_04_1,AD_1_08_1,AD_1_09_1,AD_1_11_1,AD_1_13_1,AD_2_01_1,AD_2_02_1,AD_2_03_1,AD_2_05_1,AD_2_07_1,AD_3_00_1,AD_3_01_1,AD_3_03_1,AD_3_05_1,AD_3_07_1,AD_4_10_1,AD_4_11_1,AD_4_12_1,AD_4_13_1,AD_5_09_1,AD_5_10_1,AD_5_11_1,AD_5_12_1,AD_5_13_1,AD_6_09_1,AD_6_10_1,AD_6_11_1,AD_6_12_1,AD_6_13_1,AD_7_06_1,AD_7_08_1,AD_7_09_1,AD_7_11_1,AD_7_12_1,AD_8_03_1,AD_8_05_1,AD_8_07_1,AD_8_09_1,AD_8_11_1,AD_8_12_1,AD_9_04_1,AD_9_06_1,AD_9_09_1,AD_10_04_1,AD_10_06_1,AD_10_09_1,AD_10_10_1,AD_11_02_1,AD_11_03_1,AD_11_04_1,AD_11_08_1,AD_11_10_1,AD_12_02_1,AD_12_03_1,AD_12_05_1,AD_12_07_1,AD_13_00_1,AD_13_03_1,AD_13_04_1,AD_13_06_1,AD_14_00_1,AD_14_01_1,AD_14_03_1,AD_14_05_1,AD_14_07_1,AD_14_10_1,AD_14_13_1,AD_14_14_1,AD_15_00_1,AD_15_01_1,AD_15_03_1,AD_15_04_1,AD_15_06_1,N_1_01_1,N_1_05_1,N_1_07_1,N_1_08_1,N_1_09_1,N_2_00_1,N_2_01_1,N_2_03_1,N_2_06_1,N_2_08_1,N_3_01_1,N_3_03_1,N_3_04_1,N_3_06_1,N_4_01_1,N_4_02_1,N_4_04_1,N_4_06_1,N_4_08_1,N_5_03_1,N_5_04_1,N_5_06_1,N_5_08_1,N_5_10_1,N_6_01_1,N_6_02_1,N_6_03_1,N_6_06_1,N_6_08_1,N_7_01_1,N_7_02_1,N_7_04_1,N_7_07_1,N_8_01_1,N_8_05_1,N_8_07_1,N_9_00_1,N_9_03_1,N_9_06_1,N_9_08_1,N_9_12_1
ENSG00000114127,27,46,7,20,47,34,60,50,73,57,17,50,72,34,25,66,37,44,9,30,48,31,7,27,32,33,22,25,55,69,50,15,43,34,44,28,21,38,19,25,40,7,38,52,10,34,62,63,32,1,23,10,1,38,20,59,38,7,19,25,21,19,26,24,15,39,25,38,68,16,19,11,37,48,45,61,27,27,37,67,37,36,31,79,52,49,21,16,6,0,41,17,28,12,17,39,47,32,13,28,53,31,93,39,38,43,27,38,30,22,43,39,9,33,36
ENSG00000175054,21,17,40,31,30,29,49,34,33,17,15,65,69,25,7,69,24,23,8,22,21,26,37,8,66,82,22,0,12,61,24,18,29,25,48,27,34,10,38,54,53,2,49,39,11,2,59,38,17,0,26,7,19,36,8,52,17,16,1,32,29,61,44,17,28,36,23,27,28,48,25,33,23,51,25,18,35,69,23,63,36,76,46,55,68,42,38,26,6,19,26,28,23,31,14,27,31,34,51,28,81,25,51,40,35,64,48,39,28,13,32,24,32,19,22
ENSG00000154310,31,0,9,26,40,25,32,28,32,37,12,24,52,51,12,70,10,21,33,18,25,33,3,12,48,17,4,13,13,51,31,43,35,13,58,38,27,16,22,88,43,17,52,36,3,8,29,27,12,72,14,8,4,46,19,38,17,8,1,24,7,22,17,26,18,44,9,27,34,7,35,6,75,63,18,21,29,24,30,67,44,42,48,34,70,27,17,29,0,0,11,12,25,7,34,35,25,17,1,34,23,39,110,39,13,41,14,28,16,10,43,18,20,35,35
ENSG00000172667,17,22,16,16,19,26,19,22,9,11,21,49,59,36,6,49,30,35,18,18,5,27,70,4,18,16,2,9,12,40,6,7,33,16,14,8,3,29,6,3,36,3,8,29,21,17,9,34,17,0,26,0,26,11,3,19,18,0,2,6,14,58,9,24,8,20,11,24,20,24,0,0,16,46,3,3,17,12,28,56,19,59,15,41,37,19,9,14,0,0,1,10,8,7,7,18,41,31,5,44,24,23,78,37,10,31,17,5,5,33,29,12,11,8,20
ENSG00000114770,33,25,39,34,28,10,50,50,19,44,17,40,55,42,1,65,39,29,22,20,35,38,35,31,16,31,30,19,11,84,36,33,34,37,39,26,21,40,52,0,27,2,87,41,25,15,25,23,51,0,18,19,11,20,27,55,26,16,16,13,1,15,32,35,8,22,8,47,64,18,18,9,54,19,31,9,53,32,25,115,52,28,22,63,35,21,28,31,13,5,27,33,17,6,40,32,29,29,34,53,29,42,80,32,18,23,25,49,12,49,51,59,8,22,48
ENSG00000113916,11,15,14,12,19,7,20,8,22,10,8,22,41,15,11,34,7,4,9,6,9,24,27,13,10,14,27,6,39,40,9,12,15,16,11,7,0,32,10,0,0,12,18,18,25,7,22,9,18,0,14,9,5,16,5,12,12,3,5,11,1,32,18,9,7,8,9,27,10,25,2,3,9,29,5,6,15,7,9,32,38,30,30,28,27,4,8,6,1,4,10,17,10,0,19,11,13,10,14,12,9,21,21,10,14,11,8,20,17,7,3,32,3,11,28
ENSG00000189058,6,0,19,13,6,2,0,21,0,4,5,3,24,0,10,13,9,8,6,7,15,9,0,12,10,5,7,1,4,23,10,9,0,5,13,13,0,21,0,9,1,1,16,14,0,14,12,10,0,3,0,4,0,19,13,2,2,2,5,10,3,8,1,21,18,19,2,14,12,2,0,0,10,0,1,0,2,0,16,23,5,15,39,10,13,8,4,6,0,1,14,2,5,10,2,9,6,8,4,5,0,15,8,8,9,8,15,5,3,4,14,4,4,4,18
ENSG00000087008,15,9,20,15,11,15,12,26,34,19,6,7,30,20,16,24,8,4,8,4,8,3,3,8,4,17,7,0,8,31,9,0,21,8,14,25,12,9,7,6,1,2,18,15,15,0,22,11,4,0,1,2,0,16,0,9,8,5,0,3,6,11,3,11,23,18,14,24,13,8,17,1,0,17,3,2,3,11,12,30,21,20,13,18,28,6,8,2,1,6,1,4,9,5,12,3,9,11,14,10,14,5,30,10,5,27,26,30,15,5,16,9,9,15,19
ENSG00000053900,10,11,17,32,41,22,51,9,15,33,30,14,52,19,11,53,16,5,22,5,56,13,1,22,47,19,7,23,36,52,29,26,28,10,39,36,6,22,6,21,9,11,20,16,21,25,22,42,11,25,13,5,40,18,19,83,7,10,18,2,17,60,54,32,49,24,43,19,21,16,48,1,20,30,4,7,35,27,8,61,23,73,4,56,26,44,23,34,0,0,29,14,17,18,8,20,4,24,3,28,61,46,19,20,30,33,11,41,26,14,43,17,5,21,37
ENSG00000154277,2,4,2,24,5,6,20,11,14,8,1,5,19,0,3,8,8,17,1,5,11,5,0,0,6,0,10,0,1,9,22,12,5,6,1,3,6,0,2,0,10,5,4,9,29,11,1,8,16,0,0,1,2,7,20,9,3,1,1,5,0,8,1,3,31,20,0,15,10,7,0,2,0,0,2,0,17,4,1,15,21,5,6,7,10,0,6,0,0,1,11,0,0,0,3,5,11,6,4,4,16,10,10,8,11,5,1,11,2,0,18,3,8,2,9
ENSG00000163625,59,25,56,47,50,48,56,57,26,60,34,83,127,73,53,110,50,68,20,28,55,93,23,33,58,49,14,26,8,88,41,37,70,41,71,38,31,33,64,12,21,28,63,42,28,30,68,114,26,59,13,15,9,69,12,49,30,24,77,24,32,52,73,76,74,53,19,67,51,16,41,17,131,33,33,19,36,49,75,117,90,42,77,115,79,34,35,25,26,13,50,6,23,12,25,46,45,63,33,40,86,69,63,63,52,37,52,42,43,24,65,55,55,21,93
ENSG00000197894,4,8,25,12,10,34,25,21,19,6,8,14,27,8,28,21,5,4,10,5,13,24,9,4,10,1,0,5,1,27,4,2,22,9,9,10,11,6,5,0,9,2,11,9,3,26,25,8,2,0,5,10,77,0,4,22,13,18,0,7,16,32,22,1,26,18,2,25,2,19,12,6,3,13,11,5,9,19,16,27,33,17,29,18,16,13,6,4,0,2,1,8,6,6,1,27,5,30,41,4,11,10,9,16,13,14,9,12,10,17,1,6,4,7,15
ENSG00000164111,8,2,19,3,8,3,20,7,6,12,0,5,13,9,0,22,1,8,3,10,7,0,2,25,2,8,1,0,0,22,5,4,6,4,7,27,0,5,14,0,40,0,12,6,0,0,12,13,6,1,5,0,2,5,2,5,12,1,25,0,1,6,9,5,17,7,6,15,9,3,9,0,24,8,11,0,22,4,2,30,29,24,12,17,25,16,5,8,0,0,0,0,0,3,16,8,6,10,3,7,0,2,9,15,2,14,19,22,0,14,13,11,12,6,17
ENSG00000164162,12,5,5,3,4,9,3,1,22,9,27,8,14,15,7,16,6,9,11,3,3,5,23,1,10,25,0,0,7,8,0,4,3,9,1,7,8,7,4,0,0,0,17,10,2,11,11,5,0,0,1,0,3,26,1,31,4,24,0,0,0,11,14,1,6,20,5,2,14,12,2,10,0,3,7,2,0,12,0,27,6,23,15,17,20,12,7,7,205,0,0,7,0,2,1,13,2,5,0,17,20,7,2,15,4,4,6,4,5,9,15,10,39,29,28
ENSG00000145425,1,2,8,8,11,0,2,12,1,3,8,12,29,28,2,9,13,5,9,10,6,0,1,5,7,10,2,0,8,8,7,5,26,5,12,9,2,2,7,0,18,14,18,3,4,9,6,7,2,0,1,0,0,8,13,7,5,5,13,0,0,2,18,0,4,11,16,8,0,2,0,0,2,20,0,0,4,18,14,22,1,26,4,5,24,9,11,2,0,5,9,2,0,5,1,10,8,14,2,10,4,1,0,14,12,9,5,11,10,6,8,11,1,12,3
ENSG00000130449,7,7,13,7,7,16,16,13,17,5,18,6,35,4,0,17,10,11,18,7,14,8,1,37,10,8,4,0,1,15,6,16,6,22,20,18,9,3,16,6,10,0,13,15,20,7,17,14,11,1,3,5,0,9,1,35,10,6,0,20,14,7,10,15,19,23,20,26,16,3,0,0,9,20,0,29,18,4,10,25,23,35,27,12,20,6,6,11,0,0,8,13,5,3,19,22,15,27,4,27,10,15,22,15,27,10,12,3,8,20,3,11,15,17,24
ENSG00000146007,7,0,2,7,3,13,3,13,18,0,1,6,30,2,19,11,2,5,0,1,0,1,0,0,16,4,0,0,5,11,3,3,8,1,1,2,3,11,5,0,3,15,3,10,0,11,6,6,8,0,0,0,0,13,0,6,14,0,2,0,1,1,0,9,7,16,8,2,6,0,3,9,1,0,6,3,12,7,2,20,8,12,4,28,7,11,4,4,10,0,15,2,0,4,7,10,5,5,3,36,0,16,7,3,12,2,3,6,0,10,19,5,9,9,15
ENSG00000189298,7,3,15,16,8,10,0,34,20,14,24,25,24,19,5,15,18,11,4,11,13,0,8,0,11,3,2,3,6,30,13,8,12,16,10,4,11,1,6,0,4,2,14,2,5,0,8,8,0,0,2,1,17,15,11,22,19,3,0,0,6,16,12,11,1,5,12,32,22,7,2,10,22,20,2,7,14,18,11,33,5,28,15,12,20,3,6,13,1,0,15,0,8,11,6,19,20,16,1,4,22,2,9,13,7,14,15,4,7,12,14,28,7,18,13
ENSG00000030110,3,1,6,3,6,0,4,6,9,3,12,5,7,3,6,12,8,0,0,0,9,4,0,0,0,1,6,0,5,15,2,1,0,0,1,1,0,4,5,4,2,4,5,3,9,0,0,5,2,0,2,4,1,9,4,0,1,0,0,3,0,2,0,0,3,9,0,9,15,0,1,0,8,2,14,0,7,19,8,7,3,0,2,7,2,1,4,3,0,0,6,5,0,0,2,2,5,10,0,10,3,2,6,0,0,6,4,4,0,7,10,13,2,6,6
ENSG00000112715,28,22,40,34,46,9,35,51,33,21,14,48,74,19,15,48,17,28,19,7,43,12,18,23,28,28,16,4,22,62,29,33,40,29,18,36,18,11,38,0,8,21,39,23,14,78,53,33,4,3,28,19,24,36,14,37,32,13,15,16,5,26,42,33,23,49,15,39,28,2,14,18,53,35,10,10,9,28,36,85,43,43,17,71,30,51,29,29,4,0,8,21,16,14,20,39,33,30,6,38,30,67,27,35,28,34,25,41,14,24,58,31,23,25,65
ENSG00000057663,18,12,3,11,1,3,0,7,11,4,3,16,11,6,9,23,15,0,18,13,11,34,10,5,23,27,16,5,1,24,10,12,7,11,2,16,8,7,1,3,1,0,6,12,20,18,26,23,10,0,9,45,5,8,10,21,9,0,13,7,10,12,4,46,2,18,13,31,13,19,18,1,6,17,21,0,6,5,7,20,10,0,17,14,14,15,1,3,0,18,0,5,0,3,14,5,7,6,7,14,2,2,16,2,6,16,2,7,3,9,1,12,12,16,23
ENSG00000123505,13,33,32,29,15,18,37,13,10,54,4,24,40,31,22,18,18,15,12,16,12,18,22,22,17,13,27,2,11,40,6,9,3,16,21,34,25,12,9,1,41,5,10,19,28,7,26,17,5,0,32,14,95,23,18,18,10,13,0,10,0,18,35,25,13,50,60,32,16,3,16,7,40,0,21,2,13,22,21,73,27,41,23,34,24,9,24,11,6,7,28,11,7,13,7,22,15,32,49,14,40,26,41,19,20,18,24,59,18,6,6,17,11,15,14
ENSG00000111875,0,12,1,9,13,2,13,3,5,10,0,9,16,2,9,13,2,3,4,4,9,0,0,0,3,16,17,0,8,13,5,3,10,1,6,12,6,0,4,0,0,0,9,12,1,0,12,2,2,2,9,0,1,0,0,3,13,0,3,0,1,4,0,6,5,3,10,12,1,0,0,5,1,7,0,1,0,0,5,16,19,1,1,8,18,8,0,8,0,0,6,0,3,0,5,5,0,4,1,1,1,6,3,7,0,1,8,3,5,7,9,1,2,5,5
ENSG00000146376,4,13,7,14,11,11,7,8,14,25,31,4,21,56,5,41,9,8,7,13,15,0,12,10,25,3,12,0,0,19,3,32,19,13,40,13,2,18,17,0,19,29,10,11,4,16,18,12,5,0,8,9,22,9,1,35,15,12,0,0,29,23,29,7,20,5,36,14,3,0,8,11,1,16,2,8,10,20,17,43,18,30,40,20,21,27,5,4,5,0,11,11,4,18,9,40,9,11,18,13,3,22,21,12,0,11,3,6,19,27,0,22,9,2,29
ENSG00000028839,0,11,7,19,16,4,23,12,2,1,17,5,16,0,4,15,0,3,4,3,1,0,11,0,6,10,4,0,3,14,9,9,8,2,3,15,7,2,11,0,5,1,12,11,1,11,10,14,6,0,0,3,0,9,2,23,8,14,7,8,1,0,25,4,1,11,18,11,8,0,13,9,0,8,2,0,10,8,1,21,6,22,11,37,20,14,2,13,0,0,0,2,9,2,12,0,10,7,3,8,27,3,6,11,3,15,10,9,18,2,5,17,7,1,8
ENSG00000112592,4,13,1,16,10,8,18,13,7,4,2,9,15,18,1,9,8,2,0,3,18,13,0,1,5,5,23,0,0,22,4,7,6,7,7,7,0,0,7,6,1,1,6,6,0,18,4,2,3,0,4,1,0,4,0,7,0,10,0,10,0,14,10,28,7,12,14,6,14,1,7,0,21,2,3,4,6,7,8,12,5,7,12,26,8,10,5,2,0,0,0,5,0,1,3,6,4,4,0,2,28,0,9,3,2,4,4,13,1,0,23,15,5,3,9
ENSG00000157954,18,16,11,18,36,18,17,4,42,27,34,26,52,26,20,50,16,22,20,25,28,7,5,25,26,43,11,6,6,49,23,19,25,18,29,44,14,21,11,26,23,24,22,31,1,38,31,24,27,1,21,11,13,29,30,44,17,11,1,16,10,35,24,35,11,64,18,59,23,6,18,20,25,22,8,3,42,29,17,74,28,36,21,73,31,13,13,21,0,0,0,29,23,7,17,22,14,44,19,26,18,28,20,26,17,13,15,22,11,20,16,30,9,33,20
ENSG00000106305,1,2,0,3,7,0,3,1,0,10,2,5,7,0,0,6,1,9,0,1,0,4,0,0,1,11,0,0,0,16,0,19,9,5,1,0,12,5,5,0,9,6,1,5,0,3,2,11,0,0,5,4,0,1,2,12,0,0,0,1,9,4,2,0,4,1,0,19,5,1,0,0,9,0,2,0,13,1,3,28,6,0,3,7,4,7,2,0,0,0,7,5,1,2,2,7,0,2,0,3,10,7,1,7,1,0,1,1,0,2,0,9,5,2,2
ENSG00000187546,6,22,2,4,14,5,33,5,20,27,22,20,32,3,14,40,26,7,15,9,5,7,2,13,14,1,3,0,1,28,9,11,10,2,8,35,4,2,13,1,8,0,9,7,3,9,25,6,2,0,11,0,40,10,9,13,2,0,0,2,1,25,14,7,6,5,16,10,12,1,7,1,35,8,4,0,4,5,6,16,24,1,4,30,14,11,5,16,0,0,8,2,3,0,7,14,16,12,2,21,19,31,23,20,8,3,14,11,6,0,27,12,0,13,8
ENSG00000106541,4,6,13,8,5,14,14,1,1,8,4,16,19,0,0,21,5,7,1,0,0,5,14,11,16,1,6,0,18,15,7,0,9,6,10,19,6,0,14,2,14,0,15,6,0,0,14,14,15,1,2,0,2,3,24,4,16,0,22,0,5,3,0,15,20,3,5,12,8,7,0,0,6,9,21,0,6,4,3,26,3,0,8,28,15,18,2,25,0,2,2,2,0,6,1,3,10,5,7,11,4,1,19,14,4,4,13,13,13,15,14,3,3,12,9
ENSG00000180233,1,16,7,1,12,15,7,0,0,0,5,3,13,0,2,4,12,5,10,4,15,0,5,13,7,13,19,3,12,10,15,13,4,5,6,2,3,0,5,0,3,1,4,4,3,18,14,20,3,0,0,9,0,14,5,8,7,1,0,0,0,22,7,0,19,7,0,2,0,5,0,25,1,0,0,0,2,8,0,9,12,11,7,9,6,3,3,1,0,0,0,0,16,3,1,3,1,3,0,1,5,12,5,4,2,2,3,15,3,6,0,0,0,5,3
ENSG00000006715,15,15,10,15,24,30,24,22,19,36,44,22,44,22,44,43,20,34,30,12,10,38,3,18,46,32,4,7,16,33,19,23,15,19,36,24,20,35,32,9,15,29,34,22,18,19,48,42,5,0,18,7,7,43,11,23,10,12,14,11,8,51,23,11,59,54,23,61,49,3,9,26,33,25,16,4,24,27,12,73,52,15,20,48,50,28,16,33,27,0,1,4,3,11,20,29,19,24,32,52,40,50,11,24,19,39,20,26,14,18,17,6,23,39,46
ENSG00000122515,4,1,10,14,11,13,7,17,28,11,4,15,31,6,9,37,9,6,10,7,21,23,30,2,18,19,9,1,4,23,17,20,23,14,19,35,11,6,18,5,30,13,16,17,1,7,24,26,2,11,17,14,9,22,25,19,5,7,17,19,3,14,17,38,16,35,12,8,9,13,0,0,59,4,4,38,17,10,10,41,16,27,19,31,26,17,18,12,1,4,19,1,14,11,9,6,15,14,5,11,12,43,4,17,22,12,13,4,13,20,3,11,21,22,15
ENSG00000164742,11,14,33,32,42,30,25,39,27,28,15,33,56,10,23,50,37,32,14,24,36,50,30,28,30,33,18,19,9,59,52,28,49,32,25,32,38,25,16,6,63,28,33,45,13,13,28,47,43,8,17,10,2,42,12,73,27,4,6,31,12,49,68,36,21,25,21,34,32,24,19,25,36,37,40,28,26,23,37,90,44,30,24,45,52,36,20,21,70,8,21,5,12,6,14,40,29,56,3,67,48,42,17,50,19,39,33,23,39,14,70,45,23,26,40
ENSG00000106261,14,29,16,14,31,45,19,29,24,27,28,39,73,5,10,51,19,18,25,14,17,40,1,9,28,21,22,8,6,73,15,27,45,30,18,21,16,23,22,11,22,18,10,31,0,35,39,27,24,53,9,20,13,30,12,12,15,9,0,10,15,25,41,27,7,33,16,30,19,34,32,17,36,16,16,26,29,62,23,85,55,34,41,44,27,77,15,11,0,0,14,24,14,6,10,31,21,33,7,54,16,37,9,20,9,24,20,21,9,35,36,54,12,7,41
ENSG00000166529,0,15,0,1,4,1,7,6,0,5,10,1,7,2,1,9,5,6,0,5,1,0,0,5,2,4,2,1,4,6,6,2,2,3,1,6,2,3,6,22,0,0,0,0,3,1,0,12,0,0,2,0,3,1,0,20,4,0,0,0,3,9,0,17,0,5,0,5,1,0,8,0,3,4,4,9,1,6,4,7,7,2,16,11,2,0,4,0,0,0,2,0,1,3,0,0,6,4,0,4,1,3,0,0,8,8,1,0,4,3,0,3,0,0,0
ENSG00000087085,4,1,10,15,4,3,17,14,15,5,1,11,29,0,11,13,6,7,0,5,11,0,3,0,6,6,3,0,0,22,18,18,9,5,6,14,7,11,9,4,14,5,10,5,7,8,7,10,3,0,4,0,1,4,13,20,1,1,14,1,10,6,6,22,13,1,13,17,10,1,7,0,7,5,0,8,9,3,1,19,3,2,18,11,20,10,3,19,2,0,0,1,1,0,7,4,1,5,0,8,7,19,4,7,8,12,3,11,8,3,16,2,13,1,6
ENSG00000106400,1,1,3,17,11,12,13,22,2,20,21,2,29,41,23,49,2,10,2,1,4,7,7,6,18,5,4,0,7,32,8,8,11,10,19,21,17,8,0,2,7,20,17,6,19,3,10,12,3,0,5,12,2,4,0,9,3,3,3,10,0,24,16,11,12,5,3,28,22,5,0,0,9,2,2,0,18,12,1,52,12,23,8,39,29,23,28,5,0,1,13,6,1,3,8,8,18,19,36,21,8,23,32,29,12,11,11,16,13,8,12,1,4,13,21
ENSG00000135269,4,7,2,8,23,2,27,28,1,19,17,4,28,5,29,21,13,6,16,3,33,5,20,2,16,11,16,14,1,17,30,3,9,10,8,16,22,1,13,0,33,1,7,10,8,0,13,11,1,0,8,0,3,14,0,8,7,10,1,11,2,2,17,33,3,5,14,7,9,1,1,0,5,12,4,4,10,4,5,23,17,21,13,22,10,5,5,1,0,0,8,5,2,2,7,12,14,2,1,7,19,1,23,24,1,8,13,8,2,1,23,23,1,0,25
ENSG00000186591,16,14,17,25,15,4,20,37,17,7,52,37,34,25,21,25,12,30,1,7,9,30,3,0,9,30,6,9,32,38,5,9,19,27,15,43,6,15,19,3,31,6,16,19,23,26,9,17,12,2,7,1,40,17,19,39,12,14,1,13,18,0,14,39,11,13,27,32,8,19,14,6,26,12,8,9,17,36,16,48,26,23,9,58,37,15,8,6,0,0,0,3,12,8,9,20,9,21,26,30,15,35,19,11,20,22,7,23,11,18,4,25,12,20,31
ENSG00000146859,1,0,2,6,6,0,3,5,18,10,2,11,4,5,0,4,0,1,0,1,7,0,4,2,28,8,0,0,1,5,6,2,3,7,8,4,13,1,4,7,7,1,3,4,0,0,3,12,4,0,11,0,1,4,0,1,1,6,10,4,8,3,5,16,1,6,4,15,5,1,0,0,9,6,0,10,2,0,0,1,3,9,12,6,13,16,1,4,0,0,1,1,10,2,0,9,7,9,0,0,2,8,15,5,2,1,4,5,1,0,0,2,4,5,3
ENSG00000157764,30,8,37,18,38,22,12,55,23,34,72,31,56,37,5,55,29,8,9,31,8,21,3,28,58,23,19,0,15,44,25,12,8,12,23,29,22,17,3,14,13,3,16,39,16,22,45,34,1,8,28,5,2,26,9,53,33,9,12,14,28,18,26,29,13,13,19,39,32,7,54,5,25,33,11,7,38,49,40,56,71,48,17,65,39,34,10,14,6,0,20,8,6,9,7,41,18,34,6,6,28,21,15,38,20,50,12,37,13,15,35,31,13,9,32
ENSG00000159840,4,1,2,20,10,8,0,2,3,0,0,8,16,15,16,7,7,6,0,4,8,1,4,9,4,7,2,0,3,5,2,0,5,4,22,8,3,5,4,15,18,6,5,3,0,4,8,9,2,1,9,1,31,5,1,32,6,0,0,1,3,2,1,3,11,8,2,7,7,2,0,0,31,27,3,4,3,10,13,11,7,2,11,15,16,4,6,3,0,2,12,5,4,1,21,6,11,5,3,17,13,17,41,7,5,4,2,17,9,4,1,3,3,0,9
ENSG00000101849,14,13,23,15,26,11,21,38,27,9,12,25,26,27,4,17,19,29,33,12,4,9,0,3,6,7,14,9,0,27,9,1,11,7,6,21,27,23,12,4,25,10,44,30,12,12,16,11,13,0,2,0,1,13,0,38,12,7,1,45,11,13,18,32,7,16,42,24,24,10,1,0,21,1,1,7,1,8,4,34,20,13,29,49,12,6,10,16,0,0,5,0,3,3,7,2,9,18,1,22,26,27,13,24,26,23,23,13,7,22,11,34,19,4,20
ENSG00000205542,25,25,12,20,10,6,66,15,20,0,46,0,3,88,43,8,45,5,26,15,18,33,240,92,75,29,15,70,12,4,73,3,27,9,256,210,28,412,44,24,353,18,46,19,0,2,14,8,61,4,14,583,1822,28,16,294,79,40,4,8,39,28,18,183,129,108,53,54,23,6,49,58,30,46,33,4,6,125,22,22,55,66,109,13,115,46,64,17,16,1,94,48,35,74,23,0,114,17,392,115,30,85,93,79,43,102,87,79,217,236,55,16,93,21,107
ENSG00000169249,2,3,27,13,11,1,0,1,3,4,30,1,9,0,1,11,11,8,0,0,0,0,0,16,4,6,4,0,1,15,3,0,7,0,2,3,2,0,12,2,15,1,8,26,1,2,23,4,4,0,2,0,0,2,4,4,12,14,0,11,0,7,20,9,7,14,7,14,17,0,0,21,21,0,23,0,8,2,8,26,12,16,2,18,7,0,0,5,0,0,3,0,7,9,9,5,0,8,0,3,29,6,5,14,12,1,9,9,1,2,8,10,10,1,10
ENSG00000147130,6,12,24,36,13,21,4,23,32,9,11,7,22,30,0,15,15,22,8,2,10,14,12,11,10,7,7,0,0,23,12,5,0,7,9,12,17,21,17,0,46,9,38,30,2,0,10,8,7,0,19,7,3,9,9,20,16,13,4,4,3,12,35,17,25,6,22,31,8,4,2,6,12,10,21,18,7,4,3,51,28,22,7,38,21,3,5,13,0,0,4,0,3,6,7,8,1,11,17,42,6,24,15,41,19,25,15,34,17,16,10,11,3,11,22
ENSG00000147133,18,22,26,11,50,11,29,32,54,72,27,15,34,8,2,29,31,28,15,25,9,6,0,25,3,32,7,9,21,35,3,22,16,19,13,66,17,8,23,0,25,19,59,60,4,0,38,29,24,9,9,0,2,43,4,44,4,12,46,22,2,28,62,20,19,29,14,49,27,3,5,4,34,24,5,29,8,29,25,103,57,36,48,53,25,15,8,18,0,0,11,8,27,5,29,26,24,15,49,12,62,22,81,30,40,41,19,46,21,21,32,22,20,15,35
ENSG00000270641,85,44,45,30,54,61,110,109,109,72,47,42,87,9,33,58,81,37,55,36,76,32,6,23,68,57,19,18,22,89,32,29,15,21,33,58,17,63,28,37,60,33,98,82,39,11,78,40,13,11,19,41,7,54,18,16,21,11,36,43,14,62,106,89,59,52,72,68,94,39,7,0,38,2,6,49,55,40,20,163,75,57,51,133,61,13,15,48,32,76,13,16,1,3,26,49,40,43,73,80,53,72,100,76,73,39,77,115,25,54,111,106,25,46,44
ENSG00000165240,22,21,12,31,35,26,36,28,35,52,18,7,35,3,2,22,15,12,8,1,7,30,1,0,7,9,14,0,3,27,6,11,11,14,9,23,1,15,13,2,15,20,39,28,39,9,36,15,12,0,1,4,0,16,4,19,17,38,6,17,4,25,15,32,29,23,20,36,23,5,9,2,20,23,1,6,9,0,20,40,41,39,16,50,25,24,5,12,0,0,9,3,4,4,9,12,22,6,17,44,6,20,46,32,42,39,19,33,7,28,20,36,1,15,27
ENSG00000166432,27,26,21,25,23,2,22,8,4,74,47,4,39,20,16,18,18,15,14,18,9,1,1,1,24,1,0,0,2,34,10,2,8,6,15,30,9,8,27,1,14,1,14,13,0,19,10,18,5,0,6,8,2,9,0,23,5,4,8,21,0,24,58,37,10,28,6,22,19,1,0,1,5,14,4,1,23,3,9,53,32,63,41,48,20,6,8,6,0,0,0,4,6,4,4,16,11,19,1,22,19,39,4,27,12,20,12,41,7,22,19,30,22,13,53
ENSG00000101844,3,5,5,10,11,0,17,14,1,7,13,2,27,2,1,10,8,4,2,5,1,21,0,0,7,7,0,0,0,10,2,1,0,9,2,24,2,2,21,5,15,15,25,3,2,0,8,1,0,0,18,0,0,11,0,0,3,10,0,6,1,10,12,62,20,11,4,23,4,0,1,0,22,2,0,2,0,9,1,19,0,26,9,9,15,9,0,0,0,0,3,8,0,8,3,0,10,12,14,21,22,3,26,13,5,6,11,13,5,24,1,6,5,18,20
ENSG00000156709,16,10,16,7,12,5,6,23,5,1,12,19,15,0,1,16,14,17,0,10,0,0,0,3,25,1,1,0,0,8,3,1,11,7,2,21,5,10,1,0,24,1,17,5,5,1,11,8,14,0,0,4,0,2,0,12,1,9,1,12,2,9,15,17,18,5,9,29,11,0,0,0,3,1,0,1,5,22,0,20,28,36,13,16,6,1,4,5,0,0,1,0,3,3,6,12,8,8,9,6,7,13,20,9,7,14,13,5,2,3,23,19,11,6,10
